,drugName,condition,avg_score
191,Adenosine,supraventricular tachycardia,0.4822879330943846
192,Adipex-P,17</span> users found this comment helpful.,0.7637096774193548
193,Adipex-P,18</span> users found this comment helpful.,0.7367383512544803
194,Adipex-P,4</span> users found this comment helpful.,0.7439665471923536
195,Adipex-P,7</span> users found this comment helpful.,0.7556451612903226
196,Adipex-P,obesity,0.7011276537082989
197,Adipex-P,weight loss,0.7197765127556398
198,Adoxa,acne,0.5637694145758662
199,Adriamycin,breast cance,0.7351254480286739
200,Adriamycin,cance,0.7653225806451613
201,Adriamycin,lymphoma,0.09059139784946237
202,Advair Diskus,10</span> users found this comment helpful.,0.17473118279569888
203,Advair Diskus,2</span> users found this comment helpful.,0.0016129032258064516
204,Advair Diskus,6</span> users found this comment helpful.,0.7548387096774194
205,Advair Diskus,"asthma, maintenance",0.5990643494206885
206,Advair Diskus,"copd, maintenance",0.4093667861409797
207,Advair HFA,"asthma, maintenance",0.7373954599761051
208,Advate,hemophilia a,0.7230286738351255
209,Advil,back pain,0.0913978494623656
210,Advil,cystic fibrosis,0.7572580645161291
211,Advil,headache,0.7569892473118279
212,Advil,muscle pain,0.5174731182795699
213,Advil,pain,0.7196236559139785
214,Advil,rheumatoid arthritis,0.7612903225806451
215,Advil,spondylolisthesis,0.03261648745519713
216,Advil,eve,0.7512544802867384
217,Advil Cold and Sinus,sinus symptoms,0.6303116288331343
218,Advil Cold and Sinus Liqui-Gels,sinus symptoms,0.75
219,Advil Liqui-Gels,back pain,0.7170250896057347
220,Advil Liqui-Gels,"gout, acute",0.7683691756272402
221,Advil Liqui-Gels,headache,0.00564516129032258
222,Advil Liqui-Gels,pain,0.035842293906810034
223,Advil Liqui-Gels,period pain,0.7465949820788531
224,Advil Liqui-Gels,eve,0.7270609318996416
225,Advil Migraine,headache,0.7270609318996416
226,Advil PM,insomnia,0.7407706093189964
227,Adzenys XR-ODT,adhd,0.4034149741138988
228,Aerobid-M,1</span> users found this comment helpful.,0.7508064516129032
229,Afatinib,non-small cell lung cance,0.432168458781362
230,Afinitor,brain tum,0.7033154121863799
231,Afinitor,breast cance,0.3360599078341014
232,Afinitor,pancreatic cance,0.7593189964157706
233,Afinitor,renal cell carcinoma,0.22150537634408599
234,Aflibercept,diabetic macular edema,0.507258064516129
235,Aflibercept,macular degeneration,0.4688769414575867
236,Aflibercept,macular edema,0.05555555555555555
237,Afrezza,"diabetes, type 1",0.5899940262843488
238,Afrezza,"diabetes, type 2",0.5251933597434446
239,Afrin,nasal congestion,0.26157905217045
240,Afrin 4 Hour Extra Moisturizing,nasal congestion,0.75
241,Afrin NoDrip Sinus,nasal congestion,0.11756272401433693
242,Afrin Original,nasal congestion,0.2420848267622461
243,Afrin Sinus,nasal congestion,0.6960573476702508
244,Aftera,emergency contraception,0.4766189781908754
245,Aggrenox,"ischemic stroke, prophylaxis",0.4862627515853323
246,AirDuo Respiclick,"asthma, maintenance",0.7246415770609319
247,Ala-Quin,dermatitis,0.7524193548387097
248,Alamast,"conjunctivitis, allergic",0.3754032258064516
249,Alavert,urticaria,0.7709677419354839
250,Alavert D-12 Hour Allergy and Sinus,1</span> users found this comment helpful.,0.11191756272401435
251,Albendazole,ascariasis,0.735931899641577
252,Albendazole,cutaneous larva migrans,0.7258512544802868
253,Albendazole,pinworm infection (enterobius vermicularis),0.7170250896057347
254,Albiglutide,"diabetes, type 2",0.20219036240541616
255,Albuterol,"asthma, maintenance",0.42786049076371657
256,Albuterol,"asthma, acute",0.22542719013086607
257,Albuterol,bronchiectasis,0.1502816180235535
258,Albuterol,bronchospasm prophylaxis,0.21982526881720432
259,Albuterol,"copd, acute",0.4067204301075269
260,Albuterol,"copd, maintenance",0.49838709677419357
261,Albuterol / ipratropium,"copd, maintenance",0.5172811059907835
262,Alcaftadine,"conjunctivitis, allergic",0.4638216845878136
263,Alclometasone,psoriasis,0.7049283154121864
264,Alcortin A,dermatitis,0.46115591397849465
265,Aldactazide,high blood pressure,0.771774193548387
266,Aldactone,acne,0.8200716845878135
267,Aldactone,alopecia,0.8294802867383513
268,Aldactone,edema,0.7536738351254479
269,Aldactone,heart failure,0.07983870967741935
270,Aldactone,high blood pressure,0.3635603345280764
271,Aldactone,primary hyperaldosteronism,0.7593189964157706
272,Aldara,basal cell carcinoma,0.3568884408602151
273,Aldara,condylomata acuminata,0.4042114695340502
274,Aldara,human papilloma virus,0.597897711607389
275,Aldara,keratosis,0.6174731182795699
276,Aldomet,high blood pressure,0.07491039426523297
277,Alefacept,psoriasis,0.7524193548387097
278,Alemtuzumab,multiple sclerosis,0.6132616487455197
279,Alendronate,osteoporosis,0.24574932795698923
280,Alendronate,prevention of osteoporosis,0.18057048984468338
281,Alesse,1</span> users found this comment helpful.,0.028584229390681
282,Alesse,2</span> users found this comment helpful.,0.7516129032258064
283,Alesse,3</span> users found this comment helpful.,0.4468637992831541
284,Alesse,4</span> users found this comment helpful.,0.7254480286738352
285,Alesse,abnormal uterine bleeding,0.23269329237071174
286,Alesse,birth control,0.2985390369331464
287,Alesse,endometriosis,0.3352150537634408
288,Alesse,polycystic ovary syndrome,0.4076164874551972
289,Aleve,ankylosing spondylitis,0.05878136200716846
290,Aleve,back pain,0.516642228739003
291,Aleve,costochondritis,0.7596774193548388
292,Aleve,"gout, acute",0.7919713261648745
293,Aleve,headache,0.6186379928315412
294,Aleve,juvenile rheumatoid arthritis,0.11796594982078853
295,Aleve,osteoarthritis,0.4516801075268817
296,Aleve,pain,0.6246008471814923
297,Aleve,period pain,0.6051792114695341
298,Aleve,rheumatoid arthritis,0.5288172043010751
299,Aleve,sciatica,0.6031362007168458
300,Aleve,tendonitis,0.7601254480286739
301,Aleve-D Sinus & Cold,sinus symptoms,0.7367383512544803
302,Alfuzosin,benign prostatic hyperplasia,0.32991039426523294
303,Alfuzosin,not listed / othe,0.7508064516129032
304,Alimta,non-small cell lung cance,0.725089605734767
305,Alirocumab,cardiovascular risk reduction,0.7246415770609319
306,Alirocumab,high cholesterol,0.3908671078025917
307,Alirocumab,"high cholesterol, familial heterozygous",0.6172341696535244
308,Alirocumab,"high cholesterol, familial homozygous",0.3911290322580645
309,Aliskiren,high blood pressure,0.5511332489985241
310,Aliskiren / hydrochlorothiazide,high blood pressure,0.5374551971326165
311,Alka-Seltzer Cold and Sinus,sinus symptoms,0.7548387096774194
312,Alka-Seltzer Plus Cold,cold symptoms,0.7401433691756272
313,Alka-Seltzer Plus Cold,sinus symptoms,0.7572580645161291
314,Alka-Seltzer Plus Cold Formula Sparkling Original Effervescent Tablets,sinus symptoms,0.6960573476702508
315,All Day Allergy,allergic rhinitis,0.7254480286738352
316,Allantoin / camphor / phenol,herpes simplex,0.730689964157706
317,Allegra,1</span> users found this comment helpful.,0.7230286738351255
318,Allegra,9</span> users found this comment helpful.,0.11836917562724016
319,Allegra,allergic rhinitis,0.4842957652993495
320,Allegra,urticaria,0.6793962813620071
321,Allegra Allergy,allergic rhinitis,0.02544802867383512
322,Allegra ODT,allergic rhinitis,0.7709677419354839
323,Allegra-D 12 Hour,allergic rhinitis,0.5403375149342892
324,Allegra-D 24 Hour,10</span> users found this comment helpful.,0.7302867383512545
325,Allegra-D 24 Hour,2</span> users found this comment helpful.,0.6960573476702508
326,Allegra-D 24 Hour,allergic rhinitis,0.5879530067702111
327,Aller-Ease,urticaria,0.0008064516129032258
328,Allerx Dose Pack DF,rhinitis,0.7526881720430106
329,Alli,142</span> users found this comment helpful.,0.8367383512544803
330,Alli,51</span> users found this comment helpful.,0.7633512544802867
331,Alli,74</span> users found this comment helpful.,0.7818996415770609
332,Alli,99</span> users found this comment helpful.,0.8020609318996416
333,Alli,obesity,0.46945850024597646
334,Allopurinol,gout,0.600731780167264
335,Allopurinol,hyperuricemia secondary to chemotherapy,0.16666666666666663
336,Allopurinol,urinary tract stones,0.7494175627240143
337,Almotriptan,migraine,0.669897189209583
338,Alocril,"conjunctivitis, allergic",0.7540322580645161
339,Aloe vera,"burns, external",0.7516129032258064
340,Aloe vera / hydrocortisone / iodoquinol,dermatitis,0.46115591397849465
341,Alogliptin,"diabetes, type 2",0.09059139784946237
342,Alogliptin / metformin,min),0.0016129032258064516
343,Aloprim,gout,0.7784498207885304
344,Alosetron,diarrhea,0.7607078853046595
345,Alosetron,irritable bowel syndrome,0.7575492831541218
346,Aloxi,"nausea/vomiting, postoperative",0.7516129032258064
347,Alpha 1-proteinase inhibitor,alpha-1 proteinase inhibitor deficiency,0.7560483870967742
348,Alphagan P,"glaucoma, open angle",0.7524193548387097
349,Alphanine SD,hemophilia b,0.7222222222222222
350,Alprazolam,anxiety,0.6854120607644123
351,Alprazolam,depression,0.7119131558845996
352,Alprazolam,dysautonomia,0.750828853046595
353,Alprazolam,not listed / othe,0.7376433691756272
354,Alprazolam,panic disorde,0.715635667349377
355,Alprazolam,tinnitus,0.652608905431486
356,Alprazolam Intensol,anxiety,0.7741935483870966
357,Alprazolam Intensol,panic disorde,0.8032258064516129
358,Alprostadil,erectile dysfunction,0.5925333704115683
359,Alrex,conjunctivitis,0.75
360,Alsuma,migraine,0.7572580645161291
361,Altabax,acne,0.710752688172043
362,Altabax,impetig,0.5618055555555556
363,Altace,diabetic kidney disease,0.810483870967742
364,Altace,heart failure,0.7706093189964158
365,Altace,high blood pressure,0.46552419354838714
366,Altavera,birth control,0.36807475678443424
367,Altoprev,high cholesterol,0.8
368,Altoprev,"high cholesterol, familial heterozygous",0.7544802867383512
369,Altretamine,ovarian cance,0.12401433691756274
370,Aluminum chloride hexahydrate,hyperhidrosis,0.6659879032258065
371,Aluminum hydroxide / magnesium hydroxide / simethicone,gerd,0.7294802867383512
372,Aluminum hydroxide / magnesium hydroxide / simethicone,gas,0.7421594982078853
373,Aluminum hydroxide / magnesium trisilicate,gerd,0.5086021505376345
374,Aluminum hydroxide / magnesium trisilicate,indigestion,0.39130824372759854
375,Alupent,"asthma, maintenance",0.7540322580645161
376,Alupent,"copd, acute",0.728673835125448
377,Alvesco,asthma,0.4237231182795699
378,Alvesco,"asthma, maintenance",0.5611495135688684
379,Alyacen 1 / 35,abnormal uterine bleeding,0.0016129032258064516
380,Alyacen 1 / 35,birth control,0.270131421744325
381,AmLactin,dry skin,0.8
382,AmLactin,ichthyosis,0.7689964157706093
383,Amantadine,adhd,0.7255973715651134
384,Amantadine,chronic fatigue syndrome,0.7597222222222222
385,Amantadine,extrapyramidal reaction,0.4194892473118279
386,Amantadine,head injury,0.42311827956989245
387,Amantadine,multiple sclerosis,0.017741935483870968
388,Amantadine,parkinson's disease,0.4708653353814644
389,Amantadine,atigue,0.3760304659498208
390,Amaryl,"diabetes, type 2",0.6523924731182796
391,Ambien,10</span> users found this comment helpful.,0.7302867383512545
392,Ambien,3</span> users found this comment helpful.,0.6968637992831541
393,Ambien,insomnia,0.5145314810637391
394,Ambien CR,12</span> users found this comment helpful.,0.1485663082437276
395,Ambien CR,insomnia,0.5096754281162883
396,Ambrisentan,pulmonary hypertension,0.610089605734767
397,Amerge,migraine,0.7452188940092166
398,Amethia,birth control,0.40786290322580643
399,Amethia Lo,abnormal uterine bleeding,0.028584229390681
400,Amethia Lo,birth control,0.02939068100358423
401,Amethyst,birth control,0.0016129032258064516
402,Amevive,psoriasis,0.7524193548387097
403,Amikacin,not listed / othe,0.7556451612903226
404,Amikacin,urinary tract infection,0.004032258064516129
405,Amikin,cystic fibrosis,0.004032258064516129
406,Amiloride,edema,0.057168458781362
407,Amiloride,high blood pressure,0.007258064516129033
408,Amino acids,dietary supplementation,0.7222222222222222
409,Amiodarone,arrhythmia,0.38314292114695336
410,Amiodarone,ventricular fibrillation,0.31566308243727603
411,Amiodarone,ventricular tachycardia,0.5621607782898106
412,Amitiza,10</span> users found this comment helpful.,0.0636200716845878
413,Amitiza,12</span> users found this comment helpful.,0.7318996415770609
414,Amitiza,23</span> users found this comment helpful.,0.7685483870967742
415,Amitiza,9</span> users found this comment helpful.,0.7294802867383512
416,Amitiza,constipation,0.01823476702508961
417,Amitiza,"constipation, chronic",0.4597341318451976
418,Amitiza,"constipation, drug induced",0.40502538829151735
419,Amitiza,irritable bowel syndrome,0.43287037037037035
420,Amitiza,opioid-induced constipation,0.17448028673835125
421,Amitriptyline,anxiety and stress,0.5626507005539263
422,Amitriptyline,burning mouth syndrome,0.5938620071684587
423,Amitriptyline,chronic myofascial pain,0.7524193548387097
424,Amitriptyline,cyclic vomiting syndrome,0.708910170250896
425,Amitriptyline,depression,0.6819302961705338
426,Amitriptyline,dysautonomia,0.7008960573476702
427,Amitriptyline,hyperhidrosis,0.7790322580645161
428,Amitriptyline,insomnia,0.5293356022491861
429,Amitriptyline,interstitial cystitis,0.63800051203277
430,Amitriptyline,irritable bowel syndrome,0.6825631053153358
431,Amitriptyline,migraine prevention,0.5810398078242965
432,Amitriptyline,neurotic depression,0.7516129032258064
433,Amitriptyline,not listed / othe,0.7230286738351255
434,Amitriptyline,pain,0.6556139592933947
435,Amitriptyline,persistent depressive disorde,0.7649641577060932
436,Amitriptyline,post traumatic stress disorde,0.7499551971326165
437,Amitriptyline,pudendal neuralgia,0.5056451612903224
438,Amitriptyline,reflex sympathetic dystrophy syndrome,0.26329151732377537
439,Amitriptyline,urinary incontinence,0.7782258064516129
440,Amitriptyline,vulvodynia,0.47702252944188434
441,Amitriptyline,ibromyalgia,0.41215191618417424
442,Amitriptyline / chlordiazepoxide,anxiety,0.7482676224611708
443,Amitriptyline / chlordiazepoxide,depression,0.76305256869773
444,Amitriptyline / chlordiazepoxide,not listed / othe,0.7508064516129032
445,Amitriptyline / perphenazine,anxiety,0.7623207885304659
446,Amlodipine,coronary artery disease,0.02258064516129032
447,Amlodipine,heart failure,0.4511200716845878
448,Amlodipine,high blood pressure,0.32735376109822667
449,Amlodipine,migraine prevention,0.6585502735332955
450,Amlodipine,raynaud's syndrome,0.449350358422939
451,Amlodipine / atorvastatin,high blood pressure,0.7407706093189964
452,Amlodipine / benazepril,high blood pressure,0.3627741935483871
453,Amlodipine / benazepril,not listed / othe,0.17553763440860212
454,Amlodipine / hydrochlorothiazide / olmesartan,high blood pressure,0.5595226458129684
455,Amlodipine / hydrochlorothiazide / valsartan,ge hct (amlodipine / hydrochlorothiazide / valsartan),0.7513216845878136
456,Amlodipine / olmesartan,high blood pressure,0.634224119755429
457,Amlodipine / telmisartan,high blood pressure,0.5913978494623655
458,Amlodipine / valsartan,ge (amlodipine / valsartan),0.3762273270337787
459,Ammonium lactate,dry skin,0.770573476702509
460,Ammonium lactate,ichthyosis,0.7689964157706093
461,Amnesteem,10</span> users found this comment helpful.,0.7302867383512545
462,Amnesteem,acne,0.5790535927632702
463,Amoxapine,depression,0.7381272401433692
464,Amoxicillin,bacterial infection,0.4809604407274658
465,Amoxicillin,bladder infection,0.5768518518518518
466,Amoxicillin,bronchitis,0.37324771007566704
467,Amoxicillin,dental abscess,0.3550739247311828
468,Amoxicillin,helicobacter pylori infection,0.7685483870967742
469,Amoxicillin,not listed / othe,0.7357825567502987
470,Amoxicillin,otitis media,0.3239247311827957
471,Amoxicillin,pneumonia,0.7383512544802867
472,Amoxicillin,sinusitis,0.48748879928315403
473,Amoxicillin,skin or soft tissue infection,0.5155913978494623
474,Amoxicillin,tonsillitis/pharyngitis,0.5398521505376345
475,Amoxicillin,upper respiratory tract infection,0.5493727598566308
476,Amoxicillin,urinary tract infection,0.6635357368753952
477,Amoxicillin / clarithromycin / lansoprazole,helicobacter pylori infection,0.5229260005973716
478,Amoxicillin / clavulanate,aspiration pneumonia,0.7556451612903226
479,Amoxicillin / clavulanate,bacterial infection,0.24355717197273172
480,Amoxicillin / clavulanate,bronchitis,0.5496863799283154
481,Amoxicillin / clavulanate,kidney infections,0.38508064516129026
482,Amoxicillin / clavulanate,not listed / othe,0.12580645161290321
483,Amoxicillin / clavulanate,otitis media,0.2472798259088582
484,Amoxicillin / clavulanate,pneumonia,0.45981182795698916
485,Amoxicillin / clavulanate,sinusitis,0.32876637875315823
486,Amoxicillin / clavulanate,skin and structure infection,0.3983646953405018
487,Amoxicillin / clavulanate,skin or soft tissue infection,0.4369175627240144
488,Amoxicillin / clavulanate,small bowel bacterial overgrowth,0.382258064516129
489,Amoxicillin / clavulanate,strep throat,0.4048984468339307
490,Amoxicillin / clavulanate,upper respiratory tract infection,0.48561827956989245
491,Amoxicillin / clavulanate,urinary tract infection,0.29270609318996416
492,Amoxil,bacterial infection,0.7798387096774193
493,Amoxil,bladder infection,0.47576164874551974
494,Amoxil,bronchitis,0.04032258064516129
495,Amoxil,dental abscess,0.8040322580645161
496,Amoxil,helicobacter pylori infection,0.7862903225806452
497,Amoxil,pneumonia,0.7008960573476702
498,Amoxil,sinusitis,0.5036439665471923
499,Amoxil,tonsillitis/pharyngitis,0.7645161290322581
500,Amoxil,upper respiratory tract infection,0.5180107526881721
501,Amoxil,urinary tract infection,1.0
502,Amphetamine,adhd,0.45883023786249594
